# Information about metabolites deregulated. Metabolite identification was done with Pathos (using the m/z value) or and KEGGREST (using the chemical formula estimated with an in house MATLAB script). ""Metabolite identification"", ""Search engine"" and ""KEGG db identifier"" columns were left empty when neither chemical formula nor m/z were found in the database. Columns starting with ""Mlp"" indicate the fold change of the metabolite in the transgenic line expressing the corresponding CE.																		
m/z	Molecular formula	Metabolite identification	Search engine	KEGG db identifier	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
353.087805	C16H18O9	Neochlorogenic acid	KEGGREST	C17147	0	0	-2.746091937	0	0	-2.274500183	0	0	0	0	-2.125582193	0	0	0
353.099038	C15H18N2O8				0	0	0	2.095243258	2.184080571	2.169309373	2.154312062	2.637613366	0	0	0	0	2.337101256	0
353.196961	C19H30O6				3.16849386	3.169916592	0	3.30359486	0	3.624463802	3.460093385	0	0	3.486354226	0	0	0	3.070737988
354.061925	C18H13NO7				3.8138886	0	0	2.353840214	0	0	0	0	0	2.472222847	2.980535985	2.193155294	0	0
354.19221	C18H29NO6				0	0	0	0	0	0	0	0	2.190435955	0	0	0	0	0
355.118711	C20H20O6	Kievitone	KEGGREST	C01590	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Plaunol B	KEGGREST	C09166	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Cubebin	KEGGREST	C10549	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Coniferyl ferulate	KEGGREST	C17855	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Leachianone G	KEGGREST	C18024	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Norsolorinic acid anthrone	KEGGREST	C20453	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	Pluviatolide	KEGGREST	C21191	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
355.118711	C20H20O6	(+)-Piperitol	KEGGREST	C21954	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
357.103849	C12H22O12	Cellobionate	KEGGREST	C20888	0	0	0	-2.1706383	0	0	0	0	-2.1706383	0	-2.1706383	0	0	0
357.134361	C20H22O6	(+)-Pinoresinol	KEGGREST	C05366	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Miroestrol	KEGGREST	C08831	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Columbin	KEGGREST	C09077	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Multiradiatin	KEGGREST	C09515	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Multistatin	KEGGREST	C09516	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Coleone A	KEGGREST	C10317	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Dihydrocubebin	KEGGREST	C10558	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Matairesinol	KEGGREST	C10682	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Isobutylshikonin	KEGGREST	C17414	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Isocolumbin	KEGGREST	C17508	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	Clemaphenol A	KEGGREST	C17808	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.134361	C20H22O6	(-)-Pinoresinol	KEGGREST	C20455	0	-3.774720387	-3.774720387	0	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	0	0
357.15549	C17H26O8				4.135654112	3.136599978	3.723093677	3.101385033	3.555815709	3.279908592	3.801594461	0	0	3.931255506	3.88236561	0	0	2.860339801
359.186397	C21H28O5	Cortisone	Pathos	C00762	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
359.186397	C21H28O5	Aldosterone	Pathos	C01780	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
359.186397	C21H28O5	Prednisolone	KEGGREST	C07369	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
359.186397	C21H28O5	Cinerin II	KEGGREST	C09846	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
359.186397	C21H28O5	Tricyclodehydroisohumulone	KEGGREST	C10723	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
359.186397	C21H28O5	Aldosterone hemiacetal	Pathos	C18039	0	-2.848712579	-2.848712579	0	-2.848712579	-2.848712579	0	0	0	0	0	0	0	0
360.23916	C18H35NO6				0	0	2.526795779	0	0	0	0	0	0	0	0	0	0	0
364.161304	C15H27NO9				3.582406264	0	3.589997321	2.261586311	0	2.527176237	2.390545016	0	2.620556291	3.213060462	3.072744487	2.315819107	0	3.007040418
365.05142	C16H14O10				0	-2.30909777	0	0	0	0	0	0	0	0	0	0	0	0
365.269732	C22H38O4				0	0	2.362846595	2.117471632	0	0	0	0	0	0	0	0	0	0
366.140569	C14H25NO10				3.727455114	0	3.22659971	2.154294097	0	0	0	0	2.353309471	2.669953352	2.659132777	2.109325274	0	2.796225496
367.078303	C15H16N2O9				-4.419817159	0	-3.594256737	-3.217997341	0	-2.162830019	-2.138557355	0	0	0	0	0	-6.147986556	0
368.062319	C15H15NO10				0	0	-2.424246412	0	0	0	0	0	0	0	0	0	0	0
369.046334	C15H14O11				0	0	-2.36160575	0	0	0	0	0	0	0	0	0	0	0
369.239495	C19H34N2O5				0	0	4.562354255	0	0	0	0	0	3.366974798	0	0	0	0	0
371.061984	C15H16O11	2-O-Caffeoylglucarate	KEGGREST	C03062	0	0	0	0	0	-2.27830207	0	0	0	0	-2.180745645	0	0	0
371.073217	C14H16N2O10				0	0	-3.814825309	0	0	-2.742854616	0	0	0	0	0	0	-3.275087815	0
371.113626	C20H20O7	Sinensetin	KEGGREST	C10186	0	0	0	0	0	0	0	3.471418953	0	0	0	0	3.259952077	0
371.113626	C20H20O7	Tangeretin	KEGGREST	C10190	0	0	0	0	0	0	0	3.471418953	0	0	0	0	3.259952077	0
371.113626	C20H20O7	Sesamolinol	KEGGREST	C10883	0	0	0	0	0	0	0	3.471418953	0	0	0	0	3.259952077	0
371.113626	C20H20O7	(1'S)-Averantin	KEGGREST	C20499	0	0	0	0	0	0	0	3.471418953	0	0	0	0	3.259952077	0
371.182374	C17H28N2O7				2.997470428	0	0	3.207572683	0	0	0	2.150367572	0	0	0	0	0	0
372.124131	C23H19NO4				2.305255692	0	0	0	0	0	0	0	0	0	0	0	0	0
373.077634	C15H18O11				0	0	-2.525962354	0	0	-2.599346909	0	0	0	0	0	0	0	0
373.108146	C23H18O5				2.640051784	0	2.044615819	0	0	0	0	0	0	0	0	0	0	2.0619524
375.129669	C16H24O10	Loganate	Pathos	C01512	0	0	-2.081535936	0	0	0	0	0	0	0	-2.081535936	0	0	0
375.129669	C16H24O10	7-Epiloganic acid	KEGGREST	C11661	0	0	-2.081535936	0	0	0	0	0	0	0	-2.081535936	0	0	0
375.181311	C21H28O6	Rhipocephalin	KEGGREST	C09714	0	-2.306945701	0	0	0	-2.306945701	0	0	0	0	-2.306945701	0	0	0
375.181311	C21H28O6	Picrasin B	KEGGREST	C17050	0	-2.306945701	0	0	0	-2.306945701	0	0	0	0	-2.306945701	0	0	0
375.275211	C20H40O6				0	2.040895402	2.330234494	0	0	0	0	2.233811484	2.220301275	0	0	2.048322058	0	0
376.067404	C17H15NO9				0	0	0	0	0	0	0	0	0	2.216765357	0	0	0	0
378.104183	C14H21NO11	"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine"	KEGGREST	C01310	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.29507289
378.104183	C14H21NO11	3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	KEGGREST	C04794	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.29507289
379.078303	C16H16N2O9				2.429257533	3.624894111	4.139649631	0	3.436987764	4.015899257	2.248809189	0	2.972183986	3.501822419	3.95161918	2.978063946	0	0
379.082326	C21H16O7	Diphyllin	KEGGREST	C10559	0	0	0	-2.725127465	0	-2.208990793	-2.629168287	0	-2.525964395	0	0	0	0	0
379.082326	C21H16O7	Tetracenomycin F1 methylester	Pathos	C12373	0	0	0	-2.725127465	0	-2.208990793	-2.629168287	0	-2.525964395	0	0	0	0	0
379.103455	C18H20O9				0	-2.420995972	-2.420995972	0	-2.420995972	-2.420995972	0	0	0	0	0	0	0	0
379.248996	C22H36O5				0	-3.005388914	0	0	-2.137054927	-2.415884559	0	-2.467240088	-2.061449397	0	0	0	0	0
380.098704	C17H19NO9				0	0	-2.207968093	0	0	0	0	0	0	0	0	0	-2.252672419	0
380.156219	C15H27NO10				2.376536524	0	2.505929221	0	0	0	0	0	2.022875341	2.444041976	2.492199248	0	0	2.105146724
381.264647	C22H38O5				2.350896707	0	0	0	0	0	0	0	0	0	0	0	0	0
382.135483	C14H25NO11	N-Acetyllactosamine	KEGGREST	C00611	2.651987319	0	0	0	0	0	0	0	0	0	2.154429899	0	0	2.289519429
382.135483	C14H25NO11	Lacto-N-biose	KEGGREST	C06372	2.651987319	0	0	0	0	0	0	0	0	0	2.154429899	0	0	2.289519429
382.135483	C14H25NO11	beta-D-Galactosyl-(1->3)-N-acetyl-D-galactosamine	KEGGREST	C07278	2.651987319	0	0	0	0	0	0	0	0	0	2.154429899	0	0	2.289519429
382.135483	C14H25NO11	1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol	KEGGREST	C19784	2.651987319	0	0	0	0	0	0	0	0	0	2.154429899	0	0	2.289519429
382.135483	C14H25NO11	"beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine"	KEGGREST	C20887	2.651987319	0	0	0	0	0	0	0	0	0	2.154429899	0	0	2.289519429
383.061984	C16H16O11				0	0	-2.539452028	0	0	0	0	0	0	0	0	0	0	0
383.17114	C19H28O8				4.567261035	0	4.415029638	4.226959134	0	3.694407156	0	0	0	4.502553504	4.324466765	0	0	3.149259518
384.114748	C13H23NO12				-2.98037117	0	0	0	-2.361537152	0	0	0	0	0	0	0	-2.808275728	0
384.130004	C17H23NO9				2.078931268	0	0	0	0	0	0	0	0	2.141824333	0	0	0	0
385.109997	C12H22N2O12				2.711069766	0	0	0	0	0	0	0	0	0	0	0	0	0
385.176894	C21H26N2O5				0	4.384867825	4.233109475	0	3.783757169	5.174061262	0	3.408801626	4.089703285	0	3.81072462	0	0	0
385.18679	C19H30O8				0	0	3.99940025	0	0	0	0	0	0	0	0	0	0	0
386.218425	C19H33NO7				0	2.465905929	0	0	0	2.621066053	0	0	2.51139669	0	2.41858546	0	0	0
387.010618	C16H8N2O10				0	0	-3.360965796	0	0	0	0	0	0	0	0	0	-3.90634727	0
387.056899	C15H16O12				0	0	0	0	0	-2.056032339	0	0	0	0	-2.201626261	0	0	0
387.114413	C13H24O13				0	0	0	-4.533214479	0	0	-2.161117169	0	-4.533214479	0	-4.533214479	0	0	-3.340111053
387.129669	C17H24O10	Secologanin	Pathos	C01852	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.419647274
387.129669	C17H24O10	Geniposide	KEGGREST	C09781	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.419647274
387.129669	C17H24O10	Verbenalin	KEGGREST	C09802	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.419647274
387.192544	C21H28N2O5	Trimethobenzamide	KEGGREST	C07178	0	0	0	0	0	2.196492358	0	0	0	0	0	0	0	0
388.197689	C18H31NO8				0	0	0	0	0	0	0	0	2.168606768	0	0	0	0	0
389.141297	C12H26N2O12				0	0	2.854804409	0	2.682150542	2.440475437	0	0	0	0	2.853845962	2.671967124	0	0
389.160576	C21H26O7	Erioflorin acetate	KEGGREST	C09412	0	-2.15418944	0	-2.15418944	-2.15418944	-2.15418944	-2.15418944	-2.15418944	-2.15418944	0	-2.15418944	-2.15418944	0	0
390.176954	C17H29NO9				3.181045247	2.076676699	2.77690913	2.360137719	0	2.564836929	2.431299476	0	2.260624716	2.601265863	2.72307369	2.097601681	0	2.149855322
390.213339	C18H33NO8				-3.464472454	0	0	0	0	0	0	0	0	0	0	0	-2.494139383	0
391.13984	C20H24O8	Eupatoroxin	KEGGREST	C09443	0	-2.982101234	0	0	0	-2.982101234	0	0	-2.982101234	0	-2.982101234	-2.982101234	0	0
391.13984	C20H24O8	10-epi-Eupatoroxin	KEGGREST	C09447	0	-2.982101234	0	0	0	-2.982101234	0	0	-2.982101234	0	-2.982101234	-2.982101234	0	0
391.13984	C20H24O8	Vernodalol	KEGGREST	C09577	0	-2.982101234	0	0	0	-2.982101234	0	0	-2.982101234	0	-2.982101234	-2.982101234	0	0
391.176226	C21H28O7	Viguiestenin	KEGGREST	C09586	0	-2.364681597	0	0	0	0	0	0	0	0	0	0	0	0
391.176226	C21H28O7	Picrasin G	KEGGREST	C17054	0	-2.364681597	0	0	0	0	0	0	0	0	0	0	0	0
391.212611	C22H32O6	Isodomedin	KEGGREST	C09115	0	0	0	0	0	0	0	0	-2.082873701	0	0	0	0	0
391.212611	C22H32O6	Nigakilactone B	KEGGREST	C17013	0	0	0	0	0	0	0	0	-2.082873701	0	0	0	0	0
392.156219	C16H27NO10				3.062663392	0	3.072140965	0	0	0	2.032445539	0	2.302446833	2.710844241	2.698658191	0	0	2.557394928
392.20786	C21H31NO6				2.779642566	0	2.126441118	2.165166618	0	2.783831134	2.553197844	0	2.611574546	2.256562391	3.064367731	0	0	3.028895256
392.228989	C18H35NO8				-3.402431072	0	0	0	0	0	0	0	0	0	0	0	-3.46565184	0
394.171869	C16H29NO10				2.798514567	0	2.263712975	0	0	0	0	0	0	0	2.021387194	0	0	2.208590095
394.187125	C20H29NO7				0	0	0	0	0	0	0	0	0	0	0	0	0	2.753192656
395.061984	C17H16O11				0	0	0	0	0	-2.023335295	0	0	0	0	0	0	0	0
395.098369	C18H20O10				0	-2.342161663	0	0	0	-2.62384425	0	0	0	0	0	0	0	0
395.124859	C21H20N2O6				-2.240601616	0	-2.240601616	-2.240601616	0	-2.240601616	-2.240601616	-2.240601616	0	-2.240601616	-2.240601616	0	-2.240601616	0
395.134755	C19H24O9				-3.873368184	0	-3.873368184	0	0	0	0	0	0	-3.873368184	-3.873368184	0	0	-2.94303654
397.031353	C18H10N2O9				0	0	-2.281583517	0	0	-3.231124547	-3.940423335	0	-2.371500405	0	0	0	0	0
397.088867	C16H18N2O10				-5.073892173	0	-4.465479409	-2.609573371	0	-3.815804181	-3.139623361	0	0	0	0	0	-5.982955263	0
397.114019	C18H22O10				0	0	-2.093174489	0	0	0	0	0	0	0	0	0	0	0
398.072883	C16H17NO11				0	0	-2.774373066	0	0	0	0	0	0	0	0	0	0	0
398.130398	C14H25NO12				0	0	0	0	-2.334496171	0	0	0	0	0	0	0	-2.864548557	0
398.145654	C18H25NO9				3.472455546	0	2.899369952	2.28614913	0	0	0	0	2.122862649	2.770631543	2.491249607	0	0	2.873023252
399.056899	C16H16O12				0	0	-2.072723275	0	0	0	0	0	0	0	0	0	0	0
399.129669	C18H24O10				0	0	-4.5172077	0	0	-4.5172077	0	0	0	0	0	0	0	0
399.217696	C24H32O5	Marinobufagenin	KEGGREST	C20036	2.723657705	0	4.335139048	0	0	0	0	0	0	0	0	0	0	0
401.072549	C16H18O12				0	0	0	0	0	-2.311517556	0	0	0	0	0	0	0	0
401.099038	C19H18N2O8				-2.971046513	0	0	0	0	0	0	-2.971046513	0	0	-2.971046513	0	-2.971046513	0
401.181705	C19H30O9				0	0	4.466833039	0	0	3.9306438	0	0	0	4.419497593	3.450876179	0	0	3.184802701
403.088199	C16H20O12				0	0	-2.486291986	0	0	-2.486291986	0	0	0	0	-2.486291986	0	0	0
403.114688	C19H20N2O8				-3.203943369	-3.203943369	0	-3.203943369	-3.203943369	0	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	0
403.13984	C21H24O8	Mallotophenone	KEGGREST	C10708	0	-2.551115132	0	0	0	0	0	0	0	0	0	0	0	0
403.306511	C22H44O6				0	2.130800736	2.049445388	0	0	0	0	0	0	0	0	0	0	0
404.192604	C18H31NO9				-2.117323786	0	0	0	0	0	0	0	0	0	0	0	0	0
405.140234	C17H26O11	Ipolamiide	KEGGREST	C09784	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	0
405.140234	C17H26O11	10-Hydroxyloganin	KEGGREST	C11659	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	0
405.140234	C17H26O11	Morroniside	KEGGREST	C17000	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	-2.894616024	-2.894616024	0	0
405.15549	C21H26O8				2.934519143	0	2.390640384	0	0	0	0	0	0	0	2.18477375	0	0	2.692834723
407.061984	C18H16O11				2.12214043	0	0	0	0	0	0	0	0	0	0	0	0	0
407.088474	C21H16N2O7				-2.701512767	-2.701512767	-2.701512767	0	0	-2.701512767	0	0	0	-2.701512767	-2.701512767	0	-2.701512767	0
407.109603	C18H20N2O9				0	0	0	0	-2.650755758	0	0	0	0	0	0	0	0	0
407.17114	C21H28O8	Vernoflexuoside	KEGGREST	C09579	0	-3.948478602	0	0	0	0	0	0	0	0	0	0	0	0
408.151133	C16H27NO11	Linustatin	KEGGREST	C08333	0	0	0	0	0	0	0	0	0	0	2.043456689	0	0	2.499070491
408.187519	C17H31NO10				3.088937961	0	2.619270291	0	0	0	0	0	0	2.403636402	2.364599174	0	0	2.505103575
408.202775	C21H31NO7				0	0	0	0	0	0	0	0	0	0	0	0	0	2.481900475
409.135149	C16H26O12				0	-2.096833029	-2.096753012	0	0	-2.166675359	0	0	0	0	-2.568522905	0	0	0
410.182039	C20H29NO8				2.114314546	0	0	0	0	0	0	0	0	0	0	0	0	0
410.218425	C21H33NO7	Lasiocarpine	KEGGREST	C10341	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21502049
411.10854	C22H20O8	Podophyllotoxone	KEGGREST	C10875	3.558609012	2.602269077	3.892104843	0	0	2.359711222	2.143714858	0	0	2.906717696	2.624844276	2.519896874	0	2.12865904
411.10854	C22H20O8	Aklavinone	Pathos	C12424	3.558609012	2.602269077	3.892104843	0	0	2.359711222	2.143714858	0	0	2.906717696	2.624844276	2.519896874	0	2.12865904
411.10854	C22H20O8	Mollicellin C	KEGGREST	C20046	3.558609012	2.602269077	3.892104843	0	0	2.359711222	2.143714858	0	0	2.906717696	2.624844276	2.519896874	0	2.12865904
411.129669	C19H24O10				-3.123539475	0	-3.123539475	0	0	-3.123539475	0	0	0	0	0	0	0	-2.204902143
412.124919	C18H23NO10				3.953828411	0	3.544855987	2.132134082	0	2.038313975	2.192052987	0	2.724271245	3.451687937	3.205600259	2.165123521	0	3.257131226
412.146048	C15H27NO12				0	0	0	0	-2.036515293	0	0	0	0	0	0	0	-2.036515293	0
413.072549	C17H18O12				0	0	-2.137361329	0	0	-2.137361329	0	0	0	0	0	0	0	0
413.15068	C25H22N2O4				2.046815982	0	0	0	0	0	0	0	0	0	0	0	0	0
417.021182	C17H10N2O11				0	0	-4.375116493	0	0	-3.367075182	-2.31923601	0	0	0	0	0	-4.375116493	0
417.072824	C22H14N2O7				0	-2.31628626	2.074741899	0	0	0	2.419530111	0	-2.31628626	0	0	0	0	2.271072723
417.130338	C20H22N2O8	"2-N,6-N-Bis(2,3-dihydroxybenzoyl)-L-lysine"	KEGGREST	C06446	0	0	0	-3.597050902	0	-2.298041202	0	0	0	-3.597050902	-3.597050902	-2.792651532	-2.255358264	0
417.228261	C24H34O6	Phyllanthin	KEGGREST	C10746	2.53443444	0	3.919559173	0	0	0	0	0	0	0	0	0	0	0
417.228261	C24H34O6	"21-Acetoxy-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione"	KEGGREST	C15275	2.53443444	0	3.919559173	0	0	0	0	0	0	0	0	0	0	0
417.228261	C24H34O6	"11beta,17,21-Trihydroxy-2alpha-methylpregn-4-ene-3,20-dione 21-acetate"	KEGGREST	C15302	2.53443444	0	3.919559173	0	0	0	0	0	0	0	0	0	0	0
418.005198	C17H9NO12				2.194897664	0	2.156158026	0	0	0	0	0	0	0	0	2.440511398	0	0
418.099098	C16H21NO12				-3.599432813	0	0	0	-2.094605558	0	0	0	0	0	0	0	-3.139150592	0
419.109603	C19H20N2O9				-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	0	-2.816824108	-2.816824108	0	0	0
419.17114	C22H28O8	Eupacunolin	KEGGREST	C09428	0	-2.77283368	0	0	0	0	0	0	-2.77283368	0	0	0	0	0
419.17114	C22H28O8	Eupacunoxin	KEGGREST	C09429	0	-2.77283368	0	0	0	0	0	0	-2.77283368	0	0	0	0	0
419.17114	C22H28O8	Eupaformosanin	KEGGREST	C09432	0	-2.77283368	0	0	0	0	0	0	-2.77283368	0	0	0	0	0
419.17114	C22H28O8	Eupatocunoxin	KEGGREST	C09439	0	-2.77283368	0	0	0	0	0	0	-2.77283368	0	0	0	0	0
419.17114	C22H28O8	Hiyodorilactone A	KEGGREST	C09475	0	-2.77283368	0	0	0	0	0	0	-2.77283368	0	0	0	0	0
420.093618	C19H19NO10				0	0	-2.591088771	0	0	-2.591088771	0	0	0	-2.591088771	0	0	-2.072048564	0
420.23916	C23H35NO6				3.469939991	2.808410365	2.688343623	2.587951397	0	3.001507214	2.923235437	0	3.794345867	2.861753189	3.705608848	2.604753352	0	3.572465879
421.150405	C21H26O9				0	0	0	0	0	0	0	0	0	0	0	0	-3.586414643	0
422.094012	C15H21NO13				0	0	0	0	0	-2.386793806	0	-2.482913734	0	0	0	0	0	0
422.203169	C18H33NO10				3.536097774	0	2.939143921	2.249001262	0	0	0	0	2.44795012	2.903047894	2.850235089	2.086758971	0	2.832704903
423.125647	C15H24N2O12				0	0	0	3.996068738	0	0	0	0	0	0	0	0	3.461371187	0
423.166055	C21H28O9	Grandidentatin	KEGGREST	C10463	0	-3.222218046	0	0	-3.222218046	-3.222218046	0	-3.222218046	0	0	-3.222218046	-3.222218046	0	0
424.182433	C17H31NO11				3.01059716	0	2.583268963	2.015225103	0	0	0	0	2.045128225	2.388078834	2.273936192	0	0	2.292503825
425.108934	C19H22O11				0	0	-2.420390262	0	0	0	0	0	0	-2.021305777	-2.054532568	0	0	0
425.181705	C21H30O9	Abscisic acid glucose ester	Pathos	C15970	3.456638462	2.884798561	4.01234426	3.256161399	0	0	0	0	0	4.27180759	3.364698398	0	0	3.013884942
426.104183	C18H21NO11				0	0	0	2.058817569	0	0	0	0	0	0	0	0	0	0
426.140569	C19H25NO10	Vicianin	KEGGREST	C01870	2.064481973	0	0	0	0	0	0	0	0	0	0	0	0	0
426.140569	C19H25NO10	Lucumin	KEGGREST	C08335	2.064481973	0	0	0	0	0	0	0	0	0	0	0	0	0
426.213339	C21H33NO8				0	0	0	0	0	0	2.266278167	0	0	0	0	0	0	0
428.156219	C19H27NO10				2.109165427	0	0	0	0	0	0	0	0	0	0	0	0	0
428.228989	C21H35NO8				3.088361924	0	0	0	0	0	0	0	2.003039755	2.047223424	2.016036023	0	0	2.515301626
429.213005	C21H34O9				4.411528227	0	4.316001048	0	0	0	0	0	0	4.418802054	0	0	0	3.09833768
431.073217	C19H16N2O10				0	0	0	0	0	2.550247348	0	0	0	0	0	0	0	0
431.07724	C24H16O8				0	0	0	0	0	2.951742048	0	0	0	2.586473087	0	0	0	0
431.186397	C27H28O5	Aspulvinone H	KEGGREST	C02008	0	0	-2.725568775	0	-2.725568775	0	0	0	0	0	0	0	0	2.961762445
431.243911	C25H36O6				0	0	2.456861186	0	0	0	0	0	0	0	0	0	0	0
432.223904	C20H35NO9				0	0	2.445755046	0	0	0	0	0	0	0	0	0	0	0
433.125253	C20H22N2O9				2.245522763	2.42712585	0	0	0	0	0	0	2.902600153	0	2.69463064	0	-3.648917079	3.122783222
434.203169	C19H33NO10				3.708537015	0	3.186584225	2.319162633	0	2.152725194	2.076299409	0	2.440143691	2.856378409	2.738411392	2.069257927	0	2.885845769
434.218425	C23H33NO7				2.414466607	0	0	0	0	0	0	0	0	0	0	0	0	0
435.166055	C22H28O9				0	0	0	0	0	-2.198374444	0	0	-2.198374444	0	0	-2.198374444	0	0
436.182433	C18H31NO11				3.277547616	0	2.894900641	0	0	0	0	0	2.241088204	2.327862169	2.465019684	0	0	2.388549998
436.218818	C19H35NO10				3.708806647	2.032133729	3.148920871	2.423466479	0	2.26539649	0	0	2.380970419	2.722886735	2.818559146	0	0	2.785985238
436.234075	C23H35NO7				3.30063416	0	0	3.198108199	0	2.217695082	2.484597633	0	2.453309839	2.573485724	2.445668689	2.131718986	0	2.123887126
438.104183	C19H21NO11				0	0	-2.309285621	0	0	-2.309285621	0	0	0	0	0	0	-2.309285621	0
438.198083	C18H33NO11				3.683465511	0	3.098153885	0	0	0	0	0	2.084192191	2.795740354	2.577986986	2.04804879	0	2.455131177
438.249725	C23H37NO7				3.284565125	2.047317101	0	2.301562969	0	2.287958172	2.271539068	0	2.867197697	2.278504381	2.576285211	0	0	3.048415833
439.088199	C19H20O12				-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	0	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	0
439.124584	C20H24O11	Ginkgolide C	KEGGREST	C07603	0	0	-2.301621953	0	0	0	0	0	0	0	0	0	0	0
441.17662	C21H30O10	Lusitanicoside	KEGGREST	C10474	3.119948415	0	3.695992664	3.080221657	0	0	0	0	0	3.804256851	0	0	0	2.755643763
443.073217	C20H16N2O10				0	0	2.19972587	0	0	0	0	0	0	0	0	0	0	0
443.239888	C21H36N2O8				0	0	0	0	0	2.507621868	0	0	0	0	0	0	0	0
445.098763	C18H22O13				0	0	0	0	0	0	0	0	-3.308944633	0	0	0	0	0
